Patch;Eclairage;L;a;b
Patch 41;B2;55.39864723903959;-89.6371996854608;35.98254227109786
Patch 41;C;71.26171183830738;-34.97215673900239;30.979812741349022
Patch 41;DR1;53.843765445767104;-0.31526878477805553;39.884496810956094
Patch 41;DR2;54.13987986279692;-2.770195727664293;36.80917019797777
Patch 41;FR1;54.97895950854249;-6.026450820789398;35.31985312173395
Patch 41;FR2;61.42126648929268;-25.561624212009082;45.05201982925715
Patch 41;FR3;61.90499306024056;-27.19882336095203;46.953869044335036
Patch 41;G1;75.65809099732508;-18.945293248150307;14.450309516278036
Patch 41;G2;74.69629068477053;-21.1181786205204;6.794418834041704
Patch 41;L;66.43303830888928;-34.3851258749927;4.260178563073103
Patch 41;OR;51.451698970747074;-0.7419448392319006;14.499675088162167
Patch 41;PC_A;56.602430206160406;-10.707233005475603;24.351826181019653
Patch 41;R1;51.47291650388388;-0.2720275706019626;24.19071608110063
Patch 41;R2;52.39727208839797;0.08009928757940488;32.560218399411035
Patch 41;RB1;32.88885262019016;-28.091312061946873;11.532262745549026
Patch 41;RB2;35.88786318292071;-38.559207599517805;15.611793856221778
Patch 41;V1;54.72966213664273;-117.85647217416634;49.55453218163994
Patch 41;V2;42.70616860218552;-70.36451070257901;29.04168616126427
Patch 42;B1;52.35507991055171;-68.26304195774688;26.205866878598027
Patch 42;B2;59.42672166305648;-81.22191355690603;31.119691572356388
Patch 42;C;73.02718130687848;-39.52825430076329;25.207777181097903
Patch 42;DR1;52.37218327130989;-0.3244532187643423;26.767405180882463
Patch 42;DR2;52.68128514974775;-2.8973255917856267;23.97577298501541
Patch 42;FR1;53.57246293165424;-6.3617750005154905;22.967477371346902
Patch 42;FR2;60.28057125474605;-26.474318025317412;33.7335340688094
Patch 42;FR3;60.753430940287814;-27.960588475859417;35.4714967020901
Patch 42;G1;75.65135661586025;-23.580250669012703;9.784166745383317
Patch 42;G2;73.92216185270482;-23.806340584612563;2.7738788039904927
Patch 42;L;65.26369026516471;-36.261199616748954;-1.5499418832386036
Patch 42;OR;49.897556859074356;-0.7302354099393282;9.125687645473924
Patch 42;PC_A;54.922582640534486;-10.482719986355082;16.72594241838754
Patch 42;R1;49.92598222023264;-0.2656867418267539;15.868885503782204
Patch 42;R2;50.88454981933664;0.08342411233569491;21.132961773665492
Patch 42;RB1;38.117571386811385;-21.816694426771697;8.855974554055068
Patch 42;RB2;41.22340906855699;-32.54203211987816;12.961799865289281
Patch 42;V1;55.94373343996581;-96.90831589631415;40.1844852930582
Patch 42;V2;45.44716342980262;-54.06451905317411;22.145338457487885
Patch 43;B1;62.608552363147524;-47.787350277179726;17.81486734840756
Patch 43;B2;67.9430069871334;-58.65674101486768;21.28106023756331
Patch 43;C;77.16034965524031;-39.176742420563514;15.759713578874024
Patch 43;DR1;52.44497743572289;-0.34135472875468365;2.139158361834226
Patch 43;DR2;52.8157033475195;-3.0788554989514827;0.3538625753068514
Patch 43;FR1;53.80446499856623;-6.818145722245372;0.44549687453354636
Patch 43;FR2;60.95572652332018;-27.251968036947293;12.612018858031405
Patch 43;FR3;61.45425377421239;-28.399552456750076;14.161738913018663
Patch 43;G1;77.44094953981566;-27.573083442792967;3.3114628236722066
Patch 43;G2;74.93981127318096;-26.046745166405593;-2.503591386156745
Patch 43;L;65.9318589175875;-38.29114213147683;-9.811662770873752
Patch 43;OR;49.9302785484015;-0.7364512327053263;-2.93360540450891
Patch 43;PC_A;55.014522552824104;-10.608098738673688;0.486260616879286
Patch 43;R1;49.955537852293745;-0.26979362690515707;-1.7969308467834733
Patch 43;R2;50.92723799068648;0.07960738896256592;-1.104074723617443
Patch 43;RB1;51.531037905815126;-12.250301455937029;4.867463623138302
Patch 43;RB2;54.11036707303202;-20.872705352705523;8.115102752529001
Patch 43;V1;61.34320276637159;-60.48848805846519;24.55287143902374
Patch 43;V2;54.67659104452656;-28.769267790334176;11.621023333321268
Patch 44;B1;78.54544822822372;-14.594086792504623;5.037693384459185
Patch 44;B2;80.30728100566975;-18.94099796292942;5.9788495636264205
Patch 44;C;82.21795648141499;-27.365225838950735;2.0357333975184133
Patch 44;DR1;53.04581333762293;-0.3264571626057089;-37.27135025716641
Patch 44;DR2;53.52071340638315;-3.2052559441932416;-37.23142584820158
Patch 44;FR1;54.6575999390741;-7.177033246388465;-35.51476497653701
Patch 44;FR2;62.46998482267246;-26.214938393221587;-21.980205564233724
Patch 44;FR3;63.014181922752556;-26.34968316886438;-20.634659827830237
Patch 44;G1;79.84764927069625;-29.80000730051613;-5.10799667463997
Patch 44;G2;76.67876374985914;-27.625308870569743;-9.31555202098644
Patch 44;L;67.31506248893434;-40.26013894114738;-22.392953794107683
Patch 44;OR;50.40906846107001;-0.7638641058884121;-26.763890987833516
Patch 44;PC_A;55.74100037613047;-10.989422938882553;-30.071021323167567
Patch 44;R1;50.43280948151683;-0.2764016483882137;-33.81689046963521
Patch 44;R2;51.446869571350916;0.08861252462633029;-38.19692426027341
Patch 44;RB1;74.51402874079791;-1.6405312093012436;0.5274485458483635
Patch 44;RB2;75.54401499091568;-4.9291215360877105;1.7355503066491362
Patch 44;V1;72.1138448304165;-12.491108164033815;4.454000744518449
Patch 44;V2;72.65723532432693;-1.343938768124886;0.31073561001671024
Patch 45;B1;88.39038470874591;9.329857734794999;-3.9568200570673895
Patch 45;B2;87.10392768127315;11.287490360763709;-5.213435722988602
Patch 45;C;82.95359062315104;-11.979720922457137;-8.757372423810118
Patch 45;DR1;54.3112730344769;-0.18811601402013434;-62.23847622115386
Patch 45;DR2;54.73463244877084;-2.5934552482908546;-61.049282921036664
Patch 45;FR1;55.7830149600706;-5.946171672453815;-58.58156790942475
Patch 45;FR2;62.93867285637562;-19.674364538503355;-46.27069796879055
Patch 45;FR3;63.40931291700022;-18.652996942744913;-45.31973473576309
Patch 45;G1;78.78076610746967;-27.909414379130304;-11.547246793833366
Patch 45;G2;75.42220065143032;-25.766714616996033;-14.2288422957205
Patch 45;L;66.79940362617404;-36.2336351117859;-31.474067700977805
Patch 45;OR;51.626397331185416;-0.6700005169921197;-43.38881671137382
Patch 45;PC_A;56.29696024252448;-9.374431980607556;-51.90615418255362
Patch 45;R1;51.67847637807881;-0.21917285577505163;-55.18533958380167
Patch 45;R2;52.71032416229434;0.13143525731335037;-62.02271989306614
Patch 45;RB1;90.27680223142052;4.704838390428345;-2.0265131769875877
Patch 45;RB2;89.8987383783276;5.742411554202464;-2.440613115091894
Patch 45;V1;79.67625982030658;17.808050610405413;-8.085358704586065
Patch 45;V2;85.68720811871903;13.42976247097727;-5.755832581843245
Patch 46;B1;54.68599089629883;-73.96791878608552;28.617270497594127
Patch 46;B2;62.287986223541935;-87.42593059940779;33.99545146042718
Patch 46;C;77.24172008376858;-38.78770133111903;28.197735524555046
Patch 46;DR1;57.596355495465374;-0.34703257395823917;33.89613162362698
Patch 46;DR2;57.920326279708064;-2.921180492920228;30.890520773519924
Patch 46;FR1;58.80071821985507;-6.380162110699416;29.635883042302257
Patch 46;FR2;65.5422342096703;-26.896075229277507;40.27748066956829
Patch 46;FR3;66.06455287327918;-28.538869451708305;42.196362341587026
Patch 46;G1;80.65691832031519;-21.571265333010516;12.045702252512559
Patch 46;G2;79.27589975642393;-22.523417662974833;4.776276546733471
Patch 46;L;70.74709031869756;-35.76651850763396;1.510542186742314
Patch 46;OR;55.30928240036643;-0.7528794312704479;12.406111807299602
Patch 46;PC_A;60.561096451719735;-10.960640472525151;21.641514086504344
Patch 46;R1;55.31031159359567;-0.2857016321526906;20.83963008601051
Patch 46;R2;56.19457251187049;0.06294434125259096;27.604092024361172
Patch 46;RB1;39.57883347774565;-25.003211978652573;10.193356862306768
Patch 46;RB2;42.81332783268386;-36.038171677520744;14.436264841155966
Patch 46;V1;59.76540481467484;-109.58763509570323;45.696293106707195
Patch 46;V2;48.16203439701489;-62.532097614181104;25.695619764093436
Patch 47;B1;58.610854665994395;-67.10179398392063;25.684393818935835
Patch 47;B2;65.70669115198407;-80.28321627047025;30.599745270810597
Patch 47;C;79.24200815554745;-39.45575880512941;24.902178335002034
Patch 47;DR1;58.53752684553601;-0.34442073361573566;26.535324334706957
Patch 47;DR2;58.86741185778071;-2.9192740277743656;23.824585153944078
Patch 47;FR1;59.75691550118884;-6.397688854524408;22.91320512341153
Patch 47;FR2;66.51200066874488;-26.77684521690521;33.88456026296882
Patch 47;FR3;67.0341832124892;-28.346662907940466;35.714129139601056
Patch 47;G1;81.8183517644316;-22.824239442946258;9.801264514271434
Patch 47;G2;80.17897535803903;-23.015601131020468;3.033956182838593
Patch 47;L;71.64566307374348;-35.87968050350748;-0.9427032919762546
Patch 47;OR;56.26051261297191;-0.7437924719704281;9.386664436407987
Patch 47;PC_A;61.44487880282854;-10.81391518969027;17.4107530410782
Patch 47;R1;56.26065627904251;-0.282408005083723;16.11664101367292
Patch 47;R2;57.14121087534812;0.06294983109550456;21.228775017360224
Patch 47;RB1;44.34454276233677;-21.127455700423376;8.56367201172864
Patch 47;RB2;47.486274796955925;-31.710829748109433;12.603965072132983
Patch 47;V1;61.91869907780446;-96.9069736311575;40.140049648967526
Patch 47;V2;51.40405774325123;-52.807101678414206;21.618778235441216
Patch 48;B1;65.05193970311502;-53.67490673362285;20.244968232998062
Patch 48;B2;71.01082337311527;-65.5118406390292;24.302675552909257
Patch 48;C;81.86866595030018;-38.12679303891514;19.237510088141008
Patch 48;DR1;59.8726829174128;-0.3327851533370674;13.015296797288368
Patch 48;DR2;60.20899080984343;-2.8679304010151285;10.929356458725348
Patch 48;FR1;61.103412588561355;-6.317705633897885;10.635083853270988
Patch 48;FR2;67.8118986902304;-26.03901994307928;21.900544247061692
Patch 48;FR3;68.32909334528091;-27.409396838412757;23.565955127755544
Patch 48;G1;83.18186443409397;-24.092386420126456;6.234269519916258
Patch 48;G2;81.2139809601467;-23.389577049820087;0.3117030030948875
Patch 48;L;72.76130006937758;-35.56767042197417;-5.0095264914729265
Patch 48;OR;57.64312521392583;-0.7200726049742534;3.2003678295855487
Patch 48;PC_A;62.66365545916946;-10.458031227515985;8.731059640088112
Patch 48;R1;57.642639887957074;-0.27297565519374123;6.759037562368531
Patch 48;R2;58.504631420699795;0.06283650107530292;9.210567871023034
Patch 48;RB1;52.964320469077165;-15.043100675737053;6.035176842923984
Patch 48;RB2;55.70832103451342;-24.13892657696032;9.478006034977792
Patch 48;V1;65.61903070767545;-74.52208275130224;30.541423153685642
Patch 48;V2;57.47836851839219;-37.11593578186795;15.095229135264043
Patch 49;B1;74.65590915058895;-32.92016954428678;12.14721906082119
Patch 49;B2;78.55227247730434;-41.355871875027205;14.75642246952793
Patch 49;C;85.12979464818682;-32.21061122145519;10.943281555908868
Patch 49;DR1;61.44731421305498;-0.30560093414899736;-8.7628860045734
Patch 49;DR2;61.802983353992005;-2.803492906341576;-9.81108084703941
Patch 49;FR1;62.723308412722446;-6.221189720984787;-9.18561575719603
Patch 49;FR2;69.48469523640259;-24.700427317049247;2.4460946619580204
Patch 49;FR3;70.004135529289;-25.633285357168077;3.8757546104648766
Patch 49;G1;84.8778897787879;-24.84550425271015;1.384748204195474
Patch 49;G2;82.58714473791387;-23.582346150121058;-3.373233080369875
Patch 49;L;74.19449306244407;-35.38395429877467;-11.387523741426975
Patch 49;OR;59.16314248669063;-0.7111789878636032;-8.47983083366579
Patch 49;PC_A;64.12838737705373;-10.256924229480935;-7.0941778989908055
Patch 49;R1;59.1690359306337;-0.2642054438153907;-9.898935515713747
Patch 49;R2;60.05181604119136;0.07414826831181331;-10.90115839204151
Patch 49;RB1;66.70663963864823;-7.4760262129528465;2.928486205489489
Patch 49;RB2;68.54980046745715;-13.594295867607853;5.2217686678460495
Patch 49;V1;71.86332075343583;-42.65773018227675;17.107981646268833
Patch 49;V2;67.93601272097258;-17.384048451085153;6.94407880763297
Patch 50;B1;84.90213641860083;-11.660546593430855;4.012904704885267
Patch 50;B2;86.32877685801907;-15.163818115402739;4.790419345722441
Patch 50;C;87.97023495748306;-22.282956717400992;1.9024553894878338
Patch 50;DR1;63.06488685623813;-0.26172592994905264;-32.20936564065893
Patch 50;DR2;63.44040111714126;-2.6436113821834417;-32.18542064597227
Patch 50;FR1;64.37456525927094;-5.924033782500282;-30.705313519135945
Patch 50;FR2;71.10432198708703;-22.246797669212835;-19.05342329949842
Patch 50;FR3;71.6186785785151;-22.488705734119264;-17.86085391437262
Patch 50;G1;86.19907199859841;-24.63532315629657;-3.803315309414823
Patch 50;G2;83.66368933829;-23.24861745652501;-7.342330236260497
Patch 50;L;75.45264769135153;-34.44354979094921;-18.828386946234165
Patch 50;OR;60.79350092663488;-0.6854248655534523;-22.544151920248435
Patch 50;PC_A;65.60309275717356;-9.830306588210325;-25.72629987298494
Patch 50;R1;60.80287093186641;-0.24889385146620313;-28.923788648965743
Patch 50;R2;61.6789584110857;0.08454340818592199;-32.964206847202334
Patch 50;RB1;81.70471996042205;-1.075786005054924;0.3235594383110163
Patch 50;RB2;82.47831719689373;-3.7818012441028226;1.3182250907173731
Patch 50;V1;79.25966651005332;-12.492754727227718;4.522607533881162
Patch 50;V2;80.08242602861782;-0.964693934435934;0.1842099513259976
Patch 51;B1;24.336584453109914;1.5207998560979041;-0.06307176874478237
Patch 51;B2;24.210927943536056;2.02244785363162;0.019003162419872766
Patch 51;C;24.24171940886113;8.676615113966669;0.33722262460155195
Patch 51;DR1;56.945996099608365;0.6510711634106214;53.56844069124915
Patch 51;DR2;56.39767881126218;3.1174657295440222;52.984604159934946
Patch 51;FR1;55.425288682511905;6.64188301795976;51.20825473064653
Patch 51;FR2;45.732292853494386;31.406847600365438;34.682393446832414
Patch 51;FR3;44.04889195634659;33.55089279217244;30.692053182272893
Patch 51;G1;24.544080751118337;11.769304394817631;0.8177698585796422
Patch 51;G2;24.994430265674858;14.498774188998837;1.438577908310923
Patch 51;L;34.58241575540088;39.86094909386503;16.40248625833506
Patch 51;OR;54.99232725438925;1.664554210651259;23.744127965658414
Patch 51;PC_A;44.7274613237835;19.585672002004063;29.408521735787186
Patch 51;R1;55.90126459901937;0.9038110406690003;34.889704822435355
Patch 51;R2;56.588263823989465;0.34055388582765467;47.29505026297327
Patch 51;RB1;26.330448489811616;1.653337966401186;-0.4114227779339785
Patch 51;RB2;25.14759611548739;1.8577342400860064;-0.3503463414221364
Patch 51;V1;30.15317754900031;0.72457270138504;0.49312712904919787
Patch 51;V2;29.17762428967893;-0.49021899847828676;0.5331234579401212
Patch 52;B1;29.99883937254718;15.213690699498184;-5.382220943588223
Patch 52;B2;28.15264890758546;17.646148866998086;-6.124772869950624
Patch 52;C;24.73521821578774;12.854746482618944;-6.399082243920617
Patch 52;DR1;51.59013845279803;0.6356690944490095;27.568900068626768
Patch 52;DR2;51.150185684747896;2.8605635437664034;27.77303417928345
Patch 52;FR1;50.30220241721565;6.066393887207311;26.68700451636602
Patch 52;FR2;41.660854921872314;28.58504452728078;11.890307188987649
Patch 52;FR3;40.154076323504206;30.65214306270156;7.671587929170465
Patch 52;G1;23.463384666970995;10.05291577909237;-4.406494959460749
Patch 52;G2;23.601208185871798;12.974296196273633;-2.780768392980626
Patch 52;L;31.751907500772425;33.82522094562407;5.044930665140656
Patch 52;OR;49.17252576276999;1.6001521178848899;13.117391508246568
Patch 52;PC_A;40.353095580234935;16.579706524095933;9.674274334813814
Patch 52;R1;50.21819692105805;0.9193575513484209;18.0758998385274
Patch 52;R2;51.06510304716703;0.3762373440917566;24.04563268390608
Patch 52;RB1;36.07749731109169;7.515536851787213;-2.832080504684853
Patch 52;RB2;33.66429148499851;10.03800462675683;-3.6546148990791227
Patch 52;V1;33.98725657300319;23.435648957599003;-9.303864910867299
Patch 52;V2;37.00368086313306;11.955364504484256;-4.730536284150288
Patch 53;B1;41.285080335100105;25.92495203927206;-9.475281013163073
Patch 53;B2;38.05669596588162;29.86396721795892;-10.871503776422475
Patch 53;C;31.659355022675136;14.560316611987478;-12.233451514763171
Patch 53;DR1;47.479313934751524;0.6307350741355799;-5.085742377127267
Patch 53;DR2;46.83003701108623;2.3168551313038632;-4.735772930559423
Patch 53;FR1;46.15391237149133;4.83633945102957;-5.174347160343173
Patch 53;FR2;40.52115885527262;24.082914228776954;-14.820885885781943
Patch 53;FR3;39.393220556800586;26.601497370013828;-19.089067532491754
Patch 53;G1;28.547544549386984;3.0295247996031396;-10.168375562346244
Patch 53;G2;27.78863472816878;6.494737950742902;-8.751174810472461
Patch 53;L;32.76480510597098;23.11846129817208;-10.761489648963307
Patch 53;OR;44.391519708380244;0.9034846366209881;-5.974905104433548
Patch 53;PC_A;38.70925325134352;11.648360115578626;-15.336320433377782
Patch 53;R1;45.11430618591717;0.6022764702546257;-8.767310974974363
Patch 53;R2;46.292735965185976;0.4278126639740698;-7.866014837273649
Patch 53;RB1;51.05779354116554;12.577059875363005;-4.869665667832002
Patch 53;RB2;47.36973793214957;16.97399920755882;-6.379579722156903
Patch 53;V1;44.07387726807172;44.52829948003018;-18.252119886074446
Patch 53;V2;50.85067644566334;22.37245611741667;-9.078675113291723
Patch 54;B1;50.42545983066556;32.57021635850549;-12.001338106444592
Patch 54;B2;46.323489840629776;37.54550222394265;-13.840756992183877
Patch 54;C;37.95007860969106;15.30169570147022;-16.086499356315574
Patch 54;DR1;43.56094649376639;0.5641633544479774;-31.11741307045406
Patch 54;DR2;42.97860023239347;1.7498525284855848;-30.274293367795725
Patch 54;FR1;42.56475831832935;3.5440525598109396;-29.976710884876233
Patch 54;FR2;39.45595609210689;18.983722552448594;-35.334258933554366
Patch 54;FR3;38.6761893793497;21.951262876882122;-39.26615299507025
Patch 54;G1;33.43917824450105;-3.5988267263000475;-14.342966527126045
Patch 54;G2;31.853337626666566;0.05762677255105597;-13.408454542870619
Patch 54;L;33.94319806990879;12.647571646723394;-22.889919340836073
Patch 54;OR;40.46893953851277;0.4528829988714733;-23.292687879074293
Patch 54;PC_A;37.12365417794976;7.591530872637725;-35.37838415212357
Patch 54;R1;40.966280151015695;0.38048689578001893;-31.144742748080255
Patch 54;R2;42.17313142741667;0.40594049098013896;-33.237236308621874
Patch 54;RB1;62.37244170860215;15.21267903554524;-5.937702481974427
Patch 54;RB2;58.00255973773173;20.98846701554119;-7.954471434492283
Patch 54;V1;51.85346456193848;55.30375732459342;-22.841555821258865
Patch 54;V2;61.06692541334998;27.663577231116786;-11.29967812517474
Patch 55;B1;58.01972047102642;32.216460636387055;-11.983569811925921
Patch 55;B2;53.924089488476014;37.44286897581334;-14.018140589708207
Patch 55;C;45.15091589017361;12.246945341779114;-16.95466834377235
Patch 55;DR1;43.41376532229954;0.47820788701502526;-43.38072392103771
Patch 55;DR2;42.970250256645166;1.2174509167267589;-42.29122461969512
Patch 55;FR1;42.77832017471213;2.336888857545294;-41.50464069045958
Patch 55;FR2;41.44004589987447;13.801332072650302;-43.873606111148625
Patch 55;FR3;40.9054355279893;16.694838527937904;-46.919741255529935
Patch 55;G1;39.99517369555936;-9.157342593159811;-15.860075756719516
Patch 55;G2;37.832068525754735;-5.373007657869494;-15.42654141272668
Patch 55;L;37.70929803026896;4.002066279459537;-27.869804508598627
Patch 55;OR;40.46433658123616;0.21788440185060987;-31.39653907393628
Patch 55;PC_A;38.55385865107519;4.807323547006581;-44.17833194117644
Patch 55;R1;40.845866879057006;0.25774523722052467;-41.1700472400943
Patch 55;R2;42.00108133298701;0.36637545833750895;-44.75280933170094
Patch 55;RB1;69.22829255647612;14.4199386101157;-5.6748366087709945
Patch 55;RB2;65.30213117379331;20.17810524975061;-7.7111865036374905
Patch 55;V1;57.02814199682712;54.24690394883924;-22.535869956814135
Patch 55;V2;66.75278759901656;27.47342914665507;-11.27964621922095
Patch 56;B1;27.40645686373395;-20.912260287065582;8.463346734839716
Patch 56;B2;29.772862459674485;-24.23955551189391;10.00293640727511
Patch 56;C;34.54214292025756;-3.9872966238716776;9.125717785376597
Patch 56;DR1;55.50170076153425;0.4530773938177801;57.292075345331725
Patch 56;DR2;55.170749408448415;2.1837152679933247;55.95606367419287
Patch 56;FR1;54.52129122031347;4.676124472472676;54.14736813389218
Patch 56;FR2;48.04198489552938;20.555791630891218;42.93540749024072
Patch 56;FR3;46.90439167807736;21.485102546734026;41.22209996017083
Patch 56;G1;36.07207286185094;5.107623859197358;5.369894015533849
Patch 56;G2;36.41628691324595;6.60553834856864;4.241050794589674
Patch 56;L;41.41631825726105;24.582608928340882;16.578938278805712
Patch 56;OR;54.22399154028504;0.9238496228253235;24.427725079340902
Patch 56;PC_A;47.89931759910738;12.51916694940175;34.7715372364442
Patch 56;R1;54.722396491492034;0.5151759194829131;36.9992787050417
Patch 56;R2;55.166582793178236;0.22775993753215706;50.553261123822594
Patch 56;RB1;23.18868351161452;-9.015311284997912;3.8665915279737395
Patch 56;RB2;23.97396918021066;-11.456932386996188;4.870398496519512
Patch 56;V1;32.273930065166695;-45.77061629258875;20.135532252971966
Patch 56;V2;27.179396334166647;-26.26878187009718;11.175791073383223
Patch 57;B1;30.154151431010916;0.07456852020928939;0.18121280970574416
Patch 57;B2;30.157694402916867;0.1889978129334391;0.1712638741664274
Patch 57;C;29.898954331456594;3.2051400492573157;-0.6302960446722627
Patch 57;DR1;50.62578252010226;0.5117890950305792;34.12788827033619
Patch 57;DR2;50.24499584283603;2.3190936449940525;33.62419971103208
Patch 57;FR1;49.56349213268135;4.9348319177844875;32.422806224460345
Patch 57;FR2;42.80291312608063;22.61584008699291;20.914330930083402
Patch 57;FR3;41.60286578879158;23.984641801552435;18.18828978918696
Patch 57;G1;29.520024774778925;5.712456117827363;-0.8535203623637133
Patch 57;G2;29.56058046383133;8.230704710166819;-0.3468997795436968
Patch 57;L;35.34312198499883;26.334585963746797;8.557316502186652
Patch 57;OR;48.875369082509565;1.0490076251085112;16.050970612784845
Patch 57;PC_A;42.211581132563765;13.073962223173085;18.061785178263957
Patch 57;R1;49.5094689999939;0.6041101885895794;23.055521103330932
Patch 57;R2;50.13029025691749;0.2828823250861645;30.36737475638045
Patch 57;RB1;31.156226303532677;1.2450212899605961;-0.36200873180253224
Patch 57;RB2;30.45362731246027;1.0871530369819526;-0.22895506346867212
Patch 57;V1;32.78015020171854;-0.24763305712002803;0.5289358647366238
Patch 57;V2;32.53778017446667;0.036992932424678715;0.15849384891661877
Patch 58;B1;41.67890933754859;18.87408194312337;-6.9475035291369895
Patch 58;B2;39.33916639687331;21.82568990967257;-8.08215314114763
Patch 58;C;34.311239341783356;9.206975198658984;-9.797098622760213
Patch 58;DR1;48.049334952100494;0.5710224063158464;-0.3083069592863863
Patch 58;DR2;47.47445278053333;2.1059839543322023;-0.20583171339016992
Patch 58;FR1;46.86018618378859;4.395421478028849;-0.6940672748917187
Patch 58;FR2;41.70535766313297;21.485490676864366;-9.504771542735513
Patch 58;FR3;40.67449527700632;23.50776530479609;-12.943340809544
Patch 58;G1;31.490454362741183;1.1365130950428126;-8.664266556923216
Patch 58;G2;30.672981578015985;4.725051449935153;-7.536037874298385
Patch 58;L;34.858773947955015;20.349608502256896;-7.855936213477143
Patch 58;OR;45.28158966890644;0.7932435148977346;-2.577913184044256
Patch 58;PC_A;40.14329702856059;10.590542102141276;-9.986798969647047
Patch 58;R1;45.9145220205229;0.5312893642061001;-4.055439184901433
Patch 58;R2;46.96827350529687;0.38418270545914623;-2.778617979994902
Patch 58;RB1;48.651739729360585;9.48409400005712;-3.6778062485143925
Patch 58;RB2;46.007607829905346;12.485439286768152;-4.701664865464794
Patch 58;V1;42.96152448516506;34.17735957151952;-14.009200654531107
Patch 58;V2;48.21145541001785;17.554334032844622;-7.124628171776259
Patch 59;B1;52.633226869322385;26.35776375667237;-9.790544130276245
Patch 59;B2;49.33167694482549;30.42670267122327;-11.402666707226583
Patch 59;C;42.17860609254966;9.960401574564015;-13.940595814312928
Patch 59;DR1;46.61881167353413;0.5294807126977608;-25.71756228485129
Patch 59;DR2;46.05725796701866;1.6032038776804258;-25.181567199270738
Patch 59;FR1;45.65725645206382;3.2298068642301336;-25.00692449225024
Patch 59;FR2;42.75723684035797;17.03148427881346;-29.97808191723097
Patch 59;FR3;42.01644156555467;19.490626525175912;-33.29321970418877
Patch 59;G1;37.91671594549003;-5.560489821856557;-13.001608455393143
Patch 59;G2;36.247636400852365;-1.6618463732300248;-12.327827566092298
Patch 59;L;37.74422756325231;10.63554251895782;-20.02362606000334
Patch 59;OR;43.6109029782887;0.42191119010248634;-19.21907052965921
Patch 59;PC_A;40.43191097615865;7.179965517093711;-30.12063864227774
Patch 59;R1;44.085677853325755;0.358970097738609;-25.896609617886046
Patch 59;R2;45.25865566765205;0.3891726196167955;-27.6654516105175
Patch 59;RB1;62.08147464207414;12.731993540460785;-4.9860972999008935
Patch 59;RB2;58.62400953824587;17.147757545696585;-6.525891314836207
Patch 59;V1;52.62638354986518;47.44384876903901;-19.635160619978564
Patch 59;V2;60.59352015240222;24.232928055894163;-9.911929675389231
Patch 60;B1;62.52972669066608;30.818717379809403;-11.514325680016203
Patch 60;B2;58.60931440915547;35.927955558305854;-13.552942618233942
Patch 60;C;50.03898591401624;10.337328906429743;-16.632461403842402
Patch 60;DR1;47.156104662032966;0.4637184775904135;-43.66042764428608
Patch 60;DR2;46.71832335670398;1.1180800764473142;-42.64634331950199
Patch 60;FR1;46.538888790971164;2.106326291048455;-41.845852039317855
Patch 60;FR2;45.42625021862738;12.633496742795957;-43.81435422451467
Patch 60;FR3;44.920098821226105;15.378124790891013;-46.64476169765863
Patch 60;G1;44.85781576625128;-10.58609242620262;-15.765618797646109
Patch 60;G2;42.58195346886122;-6.7152013484984;-15.467088612194502
Patch 60;L;41.99568716410046;2.3513002687914897;-27.92048485052341
Patch 60;OR;44.186229228906754;0.2004866770820013;-31.31070125258337
Patch 60;PC_A;42.39433549130132;4.514303542041742;-44.205835215153996
Patch 60;R1;44.56067587680778;0.24813228102021911;-41.158590428398846
Patch 60;R2;45.72381346170496;0.3633359075367881;-44.93429160571787
Patch 60;RB1;73.0733220202024;13.912535292967487;-5.488355543373991
Patch 60;RB2;69.39778263342465;19.27444693728697;-7.387340387378782
Patch 60;V1;60.70001605880033;52.37689232637638;-21.806924360520785
Patch 60;V2;70.35749007241148;27.010527962644638;-11.104961087980225
Patch 61;B1;35.945017783912334;-48.93570411393208;19.80664725643415
Patch 61;B2;41.19081005818221;-57.50892719901638;24.14142653248035
Patch 61;C;52.71750747608067;-13.732621084360296;23.117145559294872
Patch 61;DR1;57.39554182213067;0.12808876519398993;56.31011134640937
Patch 61;DR2;57.3091069482231;0.17675902594177506;54.118951870773735
Patch 61;FR1;57.26147091946012;0.3833115019870603;52.268944451849364
Patch 61;FR2;56.806092190664984;0.13038804962239858;50.67322478152087
Patch 61;FR3;56.61234125866949;-0.7228991004820662;51.01589848793056
Patch 61;G1;56.97315270134233;-0.332965148602149;13.572765294614243
Patch 61;G2;57.64197480799625;-2.478684481483029;9.605495245263306
Patch 61;L;56.54287881890201;-2.3994792669052023;15.923511832353455
Patch 61;OR;55.85541043568027;-0.00321133329261869;22.558189970051146
Patch 61;PC_A;55.86126916909092;0.05386886056418794;35.264284367760425
Patch 61;R1;56.04299941097199;0.07480179137991927;35.34272655842593
Patch 61;R2;56.61766171970224;0.15211041274565407;48.518774257688676
Patch 61;RB1;26.828575935645254;-20.359227136571096;8.535314645752223
Patch 61;RB2;28.44666237182001;-25.62258120307362;10.661472638786973
Patch 61;V1;44.21183863898356;-91.63268264017574;39.46791447981358
Patch 61;V2;34.91443107238426;-55.33010691246126;23.173129885348754
Patch 62;B1;38.884566803375634;-38.51399531824293;14.957298838336175
Patch 62;B2;43.109522168575374;-45.93485917240814;17.837600117617736
Patch 62;C;51.19401464083093;-18.167809995021933;14.88521906302247
