Patch;Eclairage;L;a;b
Patch 103;RB1;51.75881774394466;14.65119461683373;-5.456242119655497
Patch 103;RB2;46.708013549933106;19.59170377420566;-7.01796276881641
Patch 103;V1;50.391342719457285;42.65447339507522;-16.73242205711869
Patch 103;V2;55.27158215536997;21.944617264351763;-8.585853637974594
Patch 104;B1;53.52390885931831;35.102722351401496;-12.617547997899937
Patch 104;B2;49.154942649526106;40.50669780052768;-14.386851885755348
Patch 104;C;40.71339211306431;25.22977778037544;-16.02461293335653
Patch 104;DR1;81.73670051427753;0.9950387420165074;26.519738536070857
Patch 104;DR2;80.61271308032555;4.393807014355322;26.6195744472032
Patch 104;FR1;79.09381169119838;9.279329857212137;24.87201086735167
Patch 104;FR2;66.01950517072724;45.32504989140224;2.490281789690396
Patch 104;FR3;63.732915085169424;49.47936121289903;-5.020502997151888
Patch 104;G1;36.81716626344483;14.031257754824694;-12.95353224686513
Patch 104;G2;36.28984577880578;20.450346406412052;-10.359723081371286
Patch 104;L;49.85676867298433;54.695009281398534;-2.4446905505997263
Patch 104;OR;77.86617423447102;2.570145551668346;12.043015807620527
Patch 104;PC_A;63.61527966591929;26.89875105287276;0.36179557350297653
Patch 104;R1;79.53679442901758;1.4716897612126467;15.507807060284495
Patch 104;R2;80.98576919418839;0.6199688538372494;21.850654860653695
Patch 104;RB1;67.33259074937058;17.125726000656595;-6.548228398162448
Patch 104;RB2;62.001056166755035;23.100782626573224;-8.556357531320845
Patch 104;V1;60.319108770196564;55.55507560064843;-22.488670304725012
Patch 104;V2;68.62472328880614;28.787069319304194;-11.55758739371404
Patch 105;B1;59.26340649406578;33.37562421465845;-12.179141539448214
Patch 105;B2;55.09503933442318;38.571490820191286;-14.030478054104666
Patch 105;C;46.66051842460004;19.264724862635752;-16.171670215771616
Patch 105;DR1;72.06548023116683;0.8202826933743634;1.8472117109387787
Patch 105;DR2;71.11105510722149;3.3797706834264307;2.115612991952376
Patch 105;FR1;69.9935033807577;7.088337833170366;1.1410404663293017
Patch 105;FR2;60.980416921940886;34.775871501122936;-14.305374113597292
Patch 105;FR3;59.32431381204897;38.330333060936916;-20.180413380678885
Patch 105;G1;42.34802417667232;5.119068481187094;-13.805393116275177
Patch 105;G2;41.26027831395669;10.725519770981546;-11.901825172957714
Patch 105;L;49.53805520369548;37.56486455149166;-11.476827495897513
Patch 105;OR;68.77183837252046;1.5770745575682255;-1.530927123066661
Patch 105;PC_A;59.14817105584004;18.98543399237501;-14.347525725745403
Patch 105;R1;69.81575943844692;0.9445778966031271;-3.334571061370717
Patch 105;R2;71.08004234823244;0.5109061667376014;-1.3109159291481598
Patch 105;RB1;71.82573725985974;16.151361924019337;-6.240657049209197
Patch 105;RB2;67.09053393668583;21.75159974404822;-8.156789240303963
Patch 105;V1;62.833024357445254;55.39830795368861;-22.66245539734202
Patch 105;V2;71.76334171390059;28.816554070267898;-11.668027652076551
Patch 106;B1;28.18989444103954;-15.65554925780177;7.530944345863699
Patch 106;B2;29.89416102147665;-15.785334393984968;8.304487954207374
Patch 106;C;33.370657617854135;11.322913081952796;7.121971479798361
Patch 106;DR1;93.22996085874499;0.9995784283136633;118.63487339670402
Patch 106;DR2;91.93339618212599;5.044283613917178;116.77545598887956
Patch 106;FR1;90.09250371688859;10.753017725288306;113.08276887863369
Patch 106;FR2;73.72428185854444;52.11591354609896;84.98042885407813
Patch 106;FR3;70.96095375997872;56.02091430505518;80.29065877685352
Patch 106;G1;34.63278566469061;22.415280676813698;4.720696484608212
Patch 106;G2;35.44039252403603;28.0002395833405;4.979361227478652
Patch 106;L;54.122646405381346;71.38384488125094;39.35892493972708
Patch 106;OR;90.6599764715667;3.076182338308253;45.70249151219732
Patch 106;PC_A;72.02697798829962;35.02107676351274;67.28639935007797
Patch 106;R1;92.23694068942724;1.6105942578821253;69.69391677108246
Patch 106;R2;93.20592141036853;0.5163665094667369;100.48552425743407
Patch 106;RB1;25.923985085303563;-12.122683480759095;5.595297631383667
Patch 106;RB2;26.138882464067095;-12.044734260420325;5.859826889575492
Patch 106;V1;39.22417880650276;-57.58926065234854;27.584474318372553
Patch 106;V2;32.481641883078844;-36.94591884533005;16.517726203513295
Patch 107;B1;31.49213363028082;-1.5865736077304848;1.813861872630107
Patch 107;B2;31.69781522537319;-0.5008248504838608;1.988271855180812
Patch 107;C;32.29208493322996;16.698478963065533;1.593787549089043
Patch 107;DR1;94.18147354379545;1.0608124532336394;106.55351149347227
Patch 107;DR2;92.852296879897;5.239890992333407;105.03586409964475
Patch 107;FR1;90.93561416045969;11.148758206332099;101.52599949446835
Patch 107;FR2;73.81030089651924;54.17131007988773;72.2556625299142
Patch 107;FR3;70.93232451625494;58.26848062075462;66.1597402452841
Patch 107;G1;32.70883618780121;24.359716190367447;1.635433206484438
Patch 107;G2;33.510891511128676;30.097162020748495;2.8966480405871797
Patch 107;L;53.13666080776868;73.4587184357906;35.26102591309461
Patch 107;OR;91.0215555705669;3.4196004784904366;43.72131816276293
Patch 107;PC_A;71.41949088612826;36.324686453315046;58.99180194135219
Patch 107;R1;92.91436011027211;1.819188525029436;65.68301954408892
Patch 107;R2;94.08650176088481;0.5861809474683732;92.37383045027336
Patch 107;RB1;33.29805864877087;-2.0290832158785244;1.344843067020518
Patch 107;RB2;32.07566931648191;-1.382779109743687;1.3851055958936764
Patch 107;V1;42.15194763736064;-18.95168328679392;9.910681595200387
Patch 107;V2;38.56634732438152;-12.371269015832048;5.887308380667977
Patch 108;B1;44.27560144816275;22.205807184494052;-7.573134229208334
Patch 108;B2;41.62409023476571;25.693354409304842;-8.51691347801583
Patch 108;C;36.64889719752576;23.338912605038537;-9.313129978723344
Patch 108;DR1;93.50594181678133;1.1027646073920039;69.44138289944983
Patch 108;DR2;92.2636454546376;5.2257455147341485;68.83169832907443
Patch 108;FR1;90.38798497614788;11.085930110745434;65.97830720016485
Patch 108;FR2;73.53084728403596;53.65644829348626;37.19157336365184
Patch 108;FR3;70.68913482711841;57.933922747569696;29.251003151024047
Patch 108;G1;34.61649551356656;22.080668368845092;-6.778095659532324
Patch 108;G2;34.8685628024641;28.696064712690927;-4.184389101435803
Patch 108;L;53.33235205457797;69.91790659995256;17.1600916649999
Patch 108;OR;89.55656574190549;3.5160616110805343;32.19482943306775
Patch 108;PC_A;70.71654975950085;34.63497239465507;30.998815675538218
Patch 108;R1;91.7603805572868;1.9436117284196142;45.95421812591229
Patch 108;R2;93.20480792409478;0.6703002340134878;61.55985964590369
Patch 108;RB1;54.01095745506717;11.681587375348467;-4.295081486545538
Patch 108;RB2;49.94704834658283;15.323359821004633;-5.4032457940817125
Patch 108;V1;53.774572433346975;33.75168340519391;-13.009658953941816
Patch 108;V2;57.36591817111318;17.58384849135297;-6.7864512470167115
Patch 109;B1;58.488972962318314;33.806210441880424;-12.179000315700005
Patch 109;B2;54.28168945161268;39.1421116201614;-13.967326390587221
Patch 109;C;45.98051525394858;23.71663933953444;-15.806446373410243
Patch 109;DR1;85.99075809991999;0.9593240391027602;26.462403668843002
Patch 109;DR2;84.89398808291695;4.3817467300140684;26.56456652915862
Patch 109;FR1;83.38049113825018;9.267276997276086;24.847177275880394
Patch 109;FR2;70.3575881176089;44.921189248253334;2.534004963075698
Patch 109;FR3;68.11191663760904;49.0003146885416;-4.648350743220764
Patch 109;G1;42.019978018628585;13.120696301312352;-12.907289288605961
Patch 109;G2;41.425113064648365;19.76970137849604;-10.295118285001937
Patch 109;L;54.716122703830564;54.59263476796744;-1.910548503992282
Patch 109;OR;82.66898840408449;2.481495271716705;12.625937740889114
Patch 109;PC_A;68.54094860279282;26.791148038825764;1.353295370012142
Patch 109;R1;84.20050943134773;1.3993053292284952;16.19051093928765
Patch 109;R2;85.44806571728897;0.566171038202945;22.294119313868
Patch 109;RB1;71.5703849440817;16.34889997380845;-6.254967701302161
Patch 109;RB2;66.55880105701749;22.048823308670418;-8.173510840288166
Patch 109;V1;64.34301969545847;52.91715072994385;-21.413026748617604
Patch 109;V2;72.55165452092331;27.907771054663964;-11.204364791067633
Patch 110;B1;64.31553766587973;31.64051206360735;-11.581424941239614
Patch 110;B2;60.36773208590718;36.654220977343776;-13.407416222584523
Patch 110;C;52.2490919685241;17.366744772060017;-15.618969874547762
Patch 110;DR1;75.98592296023885;0.7800076723921134;1.273598223695993
Patch 110;DR2;75.0743239646396;3.2791043422504274;1.5357782048998292
Patch 110;FR1;73.99197595500007;6.877448622557347;0.6229346307421446
Patch 110;FR2;65.29912924881667;33.42407940138631;-14.286657002502556
Patch 110;FR3;63.71807444352328;36.79568518519899;-19.75723361104236
Patch 110;G1;48.003709507121;3.970390201249896;-13.419345762385838
Patch 110;G2;46.87284585692808;9.534322983698274;-11.579820431954913
Patch 110;L;54.56181118692706;35.886007812094725;-11.066943830866549
Patch 110;OR;73.06426661055063;1.4851434790575935;-1.369247562678444
Patch 110;PC_A;63.79585392613801;18.347857418670344;-13.775107170790735
Patch 110;R1;74.00998118354808;0.8806081475295491;-3.179567591505883
Patch 110;R2;75.13662377317863;0.4699365439863601;-1.4621796873130588
Patch 110;RB1;76.01328339577854;15.240728266900316;-5.898174970777359
Patch 110;RB2;71.64119007544538;20.476103440568995;-7.692906415348011
Patch 110;V1;66.91213121570053;52.127464332519025;-21.346495890629512
Patch 110;V2;75.644767754957;27.70036060938075;-11.224668409817484
Patch 111;B1;35.874104592993724;-42.093234431038546;18.310000398903405
Patch 111;B2;40.427391027602724;-47.614601814706866;21.79356646632148
Patch 111;C;50.62211616290939;-0.7959511279176379;20.76205574154031
Patch 111;DR1;94.24746720309444;0.7356309352036239;117.55550922001268
Patch 111;DR2;93.21198697379906;3.9007352046465105;114.88843250332215
Patch 111;FR1;91.7823239836414;8.370813067490824;110.92041449217191
Patch 111;FR2;79.79162014908;38.5529591677613;89.68600319436926
Patch 111;FR3;77.77760288766154;41.01993071392823;86.80045842459403
Patch 111;G1;54.60989044931347;14.344372003902484;12.952898813065694
Patch 111;G2;55.75556602320769;16.173814612477578;10.408364526489677
Patch 111;L;66.96041366309537;51.005998759274085;36.63560326958199
Patch 111;OR;93.05054165399284;1.8218543259916342;44.620871726248446
Patch 111;PC_A;80.21951587809494;25.140746778650247;69.2400160313175
Patch 111;R1;93.82333897368716;0.9339336463862757;68.89310373770302
Patch 111;R2;94.31143558059169;0.3268374332157098;99.5028645323154
Patch 111;RB1;28.916372276449287;-23.838476631734025;10.509562774298708
Patch 111;RB2;29.91886496861037;-25.823645799055438;11.604502231622938
Patch 111;V1;49.27077321715434;-99.81350408093087;46.06816394519995
Patch 111;V2;39.01517978114974;-65.04045679360424;28.366940941350492
Patch 112;B1;43.72743129848928;-27.955459355775425;11.710779542508043
Patch 112;B2;46.93492871338063;-32.416008201077204;13.906364988509523
Patch 112;C;53.431521816435776;-1.6450016340150975;12.502271800731979
Patch 112;DR1;94.5194910266198;0.7407709604687063;98.53664720157897
Patch 112;DR2;93.48675514090468;3.908655746581391;96.05796447427973
Patch 112;FR1;92.06168977819046;8.369540808856769;92.64060432567679
Patch 112;FR2;80.07735184596044;38.63552091569517;71.95707532408717
Patch 112;FR3;78.06752366518437;41.17625644777706;68.46831802052442
Patch 112;G1;55.558757921125576;11.735345510778538;7.517298991437449
Patch 112;G2;56.17411099756869;15.000727165993322;6.213143311397906
Patch 112;L;67.18002134549926;50.597093143346264;29.81251892462491
Patch 112;OR;93.285263153883;1.8674995425276286;41.14281404302022
Patch 112;PC_A;80.3131539587513;25.310226153501425;59.32861098228541
Patch 112;R1;94.08525319951175;0.9576312225972328;62.32246190031327
Patch 112;R2;94.58435282922692;0.33079238843397585;86.58210330278231
Patch 112;RB1;38.8529824746927;-12.366781878566602;5.4660791309224965
Patch 112;RB2;39.47631282715642;-15.088434194010485;6.699290764232124
Patch 112;V1;52.93675079880211;-61.66173827119231;27.76045835645847
Patch 112;V2;45.59491198903429;-36.300119203930336;15.697639327197932
Patch 113;B1;52.440221153622076;-2.5977918740998085;1.5646572048949592
Patch 113;B2;52.86032988471318;-3.5381683145904175;2.0801670950395534
Patch 113;C;53.51514266655235;5.566838132304186;1.0165134439527712
Patch 113;DR1;94.36689170910651;0.7959879206559384;71.13861264296824
Patch 113;DR2;93.32327432309626;4.097973681449152;69.64827161342357
Patch 113;FR1;91.85501247895463;8.750909690818432;66.98272353646138
Patch 113;FR2;79.34022086877093;40.953146688708365;45.61389730354175
Patch 113;FR3;77.23993499791698;43.9243088340765;40.83285682362019
Patch 113;G1;53.29690150768542;12.046589416287222;-0.03725878201794597
Patch 113;G2;53.464420754127985;16.936381391941037;0.5364478849955834
Patch 113;L;65.53152747242216;53.09122812388639;20.216752229859303
Patch 113;OR;92.77154189177377;2.056022346631714;33.30999196640858
Patch 113;PC_A;79.25460514577362;26.189201054466427;40.47137552329265
Patch 113;R1;93.74906627160709;1.0788739634765565;48.37056792727292
Patch 113;R2;94.37269098062836;0.3778201368884182;64.18429558581798
Patch 113;RB1;53.84040585588089;0.8357024895864762;-0.030059501402535105
Patch 113;RB2;52.64460070505355;0.6056740952130601;0.22418508010537685
Patch 113;V1;58.60250517698864;-8.98589389727178;4.737719938283802
Patch 113;V2;57.22065212619201;-3.8519226233734716;1.9890218000852888
Patch 114;B1;66.81406286203236;24.31602366390645;-8.751350724671836
Patch 114;B2;63.846600724859215;28.131749626198133;-10.082939247370604
Patch 114;C;57.7669188474235;16.404837727747367;-11.717176180610434
Patch 114;DR1;92.17530225088338;0.8040772004162533;28.710223133625767
Patch 114;DR2;91.2063972144951;3.9445630096860973;28.55148505474874
Patch 114;FR1;89.84675067085384;8.37538956634365;26.911454760767395
Patch 114;FR2;78.31052631429418;39.64439098237693;7.170061838201702
Patch 114;FR3;76.37010160934604;43.04586540566591;1.3406551566053526
Patch 114;G1;54.7130981250604;10.143978162226286;-9.602614599429815
Patch 114;G2;54.226869439048585;16.001638135757055;-7.4453401936837915
Patch 114;L;65.34128051588839;48.5098494911031;1.7398958935479936
Patch 114;OR;90.19726797141425;1.987494719531524;14.813236385671402
Patch 114;PC_A;77.8638738708987;23.818765094250736;7.47282108902394
Patch 114;R1;91.25780053345963;1.0817558501861613;19.365990104280016
Patch 114;R2;92.0173077747893;0.4112944758130066;25.387444441043172
Patch 114;RB1;76.2485538625337;12.354125760775048;-4.70512560873908
Patch 114;RB2;72.54832258398862;16.20630849128718;-5.975666637278332
Patch 114;V1;70.83316209320654;38.36471156779481;-15.425511540576586
Patch 114;V2;77.07276786724397;21.524933905079536;-8.602725051456893
Patch 115;B1;74.99958281242374;25.926419823209145;-9.567975967121312
Patch 115;B2;71.76940758317905;30.22425015294511;-11.21232675946715
Patch 115;C;64.89882768814684;12.460045955089761;-13.323892649550185
Patch 115;DR1;82.6316333229351;0.6300100963769761;-1.682527964279723
Patch 115;DR2;81.88805504550523;2.7312949310386303;-1.4400212257220213
Patch 115;FR1;81.00012372644514;5.721448662773742;-2.0847308992115288
Patch 115;FR2;73.99229314607365;27.206487607629782;-14.109827742078252
Patch 115;FR3;72.73274850236938;29.900338616949906;-18.332803944856213
Patch 115;G1;61.17580780663455;1.4618358904236461;-11.53100383818062
Patch 115;G2;60.08625244954726;6.266371563201645;-9.96148696767789
Patch 115;L;65.76712400770404;28.315743962885165;-9.929901923906414
Patch 115;OR;80.60124962901104;1.1207072186414924;-2.102632525847725
Patch 115;PC_A;73.1630555256821;14.931076307320268;-12.660846614503907
Patch 115;R1;81.26169636653992;0.6565339406809922;-4.176421414171583
Patch 115;R2;82.05708058726674;0.3546127477701;-3.431198556614956
Patch 115;RB1;84.2100482000651;12.478207873792279;-4.84961986822936
Patch 115;RB2;80.81996773340366;16.578500922804274;-6.2602973990312005
Patch 115;V1;75.53989333436176;41.51776268948465;-17.067571653409885
Patch 115;V2;83.28119369072026;23.57340043270012;-9.576009552728259
Patch 116;B1;44.92015707064775;-70.39723679103516;30.207159950842623
Patch 116;B2;52.102302662626215;-78.79360680650655;36.137667600888676
Patch 116;C;68.67719472955945;-5.512992244225079;34.91096255274479
Patch 116;DR1;94.38770013252254;0.3426256516875781;112.7730405492442
Patch 116;DR2;93.82228338102429;1.9348457710101075;109.42177540299427
Patch 116;FR1;93.05907244207133;4.2318044130910115;105.44743682938082
Patch 116;FR2;87.30857411734468;17.035223519125676;93.95622027820639
Patch 116;FR3;86.40828625301843;17.23497588889844;93.4515991016026
Patch 116;G1;75.8346426370054;12.353197016178207;22.29611288141753
Patch 116;G2;77.8932845235284;9.072436298329823;17.48805122990209
Patch 116;L;82.41181262023555;22.71435295335139;36.206995091489524
Patch 116;OR;93.95734655935797;0.7078653314073757;42.43612966760095
Patch 116;PC_A;88.52971689820579;10.78933494479639;67.82778020166262
Patch 116;R1;94.23492158315955;0.36562022207348166;66.53670321235847
Patch 116;R2;94.43385374722729;0.14867302307508545;95.55985491118709
Patch 116;RB1;33.58675629449946;-38.4742752520982;16.614242600754537
Patch 116;RB2;35.20953750356113;-42.268528411977535;18.456996485828746
Patch 116;V1;61.92062601575613;-146.05965851623077;66.09166711785697
Patch 116;V2;48.03937353458001;-97.92547672205193;42.155787133217494
Patch 117;B1;49.943473570081;-63.47133428487664;26.145407164413815
Patch 117;B2;56.57721892458825;-72.4857435513925;30.995170815045313
Patch 117;C;70.75417036914932;-11.156156314230337;28.32687884149938
Patch 117;DR1;94.51251555604756;0.3638361612301466;102.05178719528307
Patch 117;DR2;93.92343881848127;2.0272939629213393;98.63560679167294
Patch 117;FR1;93.13487718025759;4.3989489603488146;94.93369272378898
Patch 117;FR2;87.11607082692437;17.89359136760321;83.65251864877324
Patch 117;FR3;86.15387578900561;18.24168651829866;82.8239361542391
Patch 117;G1;76.04114953720585;8.221960392778838;17.172980372777946
Patch 117;G2;77.35614928135938;7.243559803992938;13.3326809729855
Patch 117;L;81.82423390712249;23.286451606604754;30.869085151742716
Patch 117;OR;94.0425722531328;0.7845058235753655;40.573628971336404
Patch 117;PC_A;88.09115469464838;11.780064950082048;63.23503498034248
Patch 117;R1;94.34815511494755;0.40269569160650276;63.00671339138106
Patch 117;R2;94.56158824334685;0.15780518700325707;88.40499483562341
Patch 117;RB1;38.5308585156942;-30.073623368642693;12.83833681406572
Patch 117;RB2;40.50922789133371;-35.65116756675699;15.203358133493905
Patch 117;V1;63.11674911757157;-124.23768196460394;54.99094891193573
Patch 117;V2;50.462640646395315;-78.76544185234529;33.53730049163839
Patch 118;B1;63.638283494277644;-31.78082493798834;12.665650693590935
Patch 118;B2;67.44458213959824;-38.83354763486646;15.606823588276097
Patch 118;C;75.17794808792597;-9.897299472032772;14.515600096552351
Patch 118;DR1;94.6090737426949;0.3642634537790457;65.73099948500145
Patch 118;DR2;94.04897568173399;1.9910452062933404;63.567768475301634
Patch 118;FR1;93.30209684363584;4.281504998910557;61.24611314765114
Patch 118;FR2;87.50555978780957;17.775785884061925;51.191577669481326
Patch 118;FR3;86.56195088723139;18.39854279958303;49.46530566596359
Patch 118;G1;77.59886042561052;4.160768851213414;8.512974195400979
Patch 118;G2;78.0789832198902;5.175215623734797;6.566165653396583
Patch 118;L;82.1854866596839;22.20665730635607;19.362218387128017
Patch 118;OR;94.14625960058163;0.7933836549210427;30.603960346919568
Patch 118;PC_A;88.14920517395662;11.869920714939363;42.67401895217595
Patch 118;R1;94.45101475056715;0.40581517974969117;45.361166631424844
Patch 118;R2;94.65906386736529;0.15608547642703696;59.48358277315962
Patch 118;RB1;57.69623942294379;-10.169799326598394;4.361538866603332
Patch 118;RB2;58.50018744882037;-14.461743812174577;6.104060946417156
Patch 118;V1;70.13050028019084;-58.508350343761784;25.184480671938747
Patch 118;V2;63.45979735060891;-30.248365194440186;12.76095657100278
Patch 119;B1;76.53409786509138;0.8449697723839078;-0.053695038430356945
Patch 119;B2;76.58721195289446;-0.2300847665399064;0.39388102685153914
Patch 119;C;76.78582660725402;1.2906725374755013;0.13277445272621424
Patch 119;DR1;94.59228046151112;0.4202812670277001;28.77933499734937
Patch 119;DR2;94.02994057382735;2.197223244596036;28.094227446264664
Patch 119;FR1;93.2658106120871;4.681397821990507;26.87402985247578
Patch 119;FR2;87.16768878804103;20.546316169962164;16.477526992451864
Patch 119;FR3;86.16735494521102;21.916838993690348;13.647107649249923
Patch 119;G1;76.5198675625519;3.647122877759701;-0.5401286553403661
Patch 119;G2;76.44929014956985;5.925546416524263;-0.42970005471507644
Patch 119;L;81.13496998472924;24.163756465326756;6.337876265429276
Patch 119;OR;93.97479069784596;0.8951021196089703;15.201281298382941
Patch 119;PC_A;87.56892620881811;12.691497707491395;15.393014316240695
Patch 119;R1;94.35533281155453;0.46960305838050775;20.742990881427126
Patch 119;R2;94.6162739406735;0.184079929056169;26.210427745486918
Patch 119;RB1;78.50674356256873;3.2612203055488176;-1.1435467943560873
Patch 119;RB2;77.21223732942227;3.1934265639577686;-1.0137514902622158
Patch 119;V1;79.01345910310846;-1.0219862968224303;0.7195726386743706
Patch 119;V2;80.13125609821763;3.157592917428842;-1.137560177652408
Patch 120;B1;86.05856974508686;15.74643729084302;-5.8424226435995985
Patch 120;B2;84.13663233584273;18.255326931607417;-6.835618943116595
Patch 120;C;80.07277685619182;6.324057665090144;-7.944700646647762
Patch 120;DR1;89.81816244337567;0.37521648866867263;-2.278823788189599
Patch 120;DR2;89.37675877868993;1.686586238169363;-2.079124718106651
Patch 120;FR1;88.84192781093643;3.5247773528503945;-2.345560783772216
Patch 120;FR2;84.68316104486615;16.142700590632774;-9.475652888885278
Patch 120;FR3;83.9523690818126;17.669790711122623;-11.980688207699508
Patch 120;G1;77.88623292284343;-0.012793170081737415;-6.763090286374229
Patch 120;G2;77.2015589120977;2.763601156004991;-5.831095177429768
Patch 120;L;80.14168507881887;15.959817562277824;-6.1932189255171854
Patch 120;OR;88.80507877534211;0.6463648979297965;-1.5580352560885302
Patch 120;PC_A;84.3658690801424;8.9248711401263;-8.256571347861463
Patch 120;R1;89.15754361634859;0.37338095422101425;-3.1843714429306225
Patch 120;R2;89.56587249065934;0.19814155696079583;-3.129121678074065
Patch 120;RB1;91.60319150624898;8.025542732447988;-3.1252578149474575
Patch 120;RB2;89.51712451345134;10.321617442574926;-3.9065673940517742
Patch 120;V1;85.32284134731408;21.61456814132784;-8.959691822254534
Patch 120;V2;90.75308167807486;15.250105521185498;-6.209682753448398
Patch 121;B1;48.10510984296023;-86.22866269530802;38.05738781179709
Patch 121;B2;56.664337574084;-93.97420533407771;45.781943791342464
Patch 121;C;77.53256954839412;0.4186933472994925;46.16233027497665
Patch 121;DR1;94.7122322827106;0.025162849652315966;113.62678772573109
Patch 121;DR2;94.53641659080678;0.30795667100746993;110.25003282820455
Patch 121;FR1;94.30539416265792;0.848536749719131;106.55162382556283
Patch 121;FR2;92.98391834011198;1.4638810388195589;101.7036188263984
Patch 121;FR3;92.88606902962525;0.19467237758935552;102.88406136071421
Patch 121;G1;87.7564368655992;17.425191348388548;31.16349735907251
Patch 121;G2;91.1631607261118;9.158904336981744;24.930833963747865
Patch 121;L;92.8316378107919;5.809153787958987;41.12613576201218
Patch 121;OR;94.58079586574911;0.023259755340454547;41.6001841350506
Patch 121;PC_A;94.43952258084413;0.2080628013583219;68.34626404517843
Patch 121;R1;94.62754892462893;0.02514268718961654;66.16562039494526
Patch 121;R2;94.70752789451073;0.029714288561910607;95.47514752593315
Patch 121;RB1;35.36616457311907;-51.56501002794672;22.264520342753514
Patch 121;RB2;36.86759666736115;-54.33181339726481;23.85811650967752
Patch 121;V1;69.71853234723109;-181.3294634827932;82.5130963089087
Patch 121;V2;53.484477284709115;-125.92347092779919;54.32831650501466
Patch 122;B1;53.75451315020251;-87.79599006764057;36.91178693448277
Patch 122;B2;62.4523675334361;-97.63160878254683;43.68536052774702
Patch 122;C;82.03356907390261;-10.450735511301046;40.91044638761947
Patch 122;DR1;94.7396406173686;0.0002323407614635009;104.74286398838446
Patch 122;DR2;94.59705059302898;0.15984511396216483;100.98812900615708
Patch 122;FR1;94.4206983277789;0.4929233133505462;97.3028556575761
Patch 122;FR2;93.46781631317765;-0.1944335732814162;93.69890002807988
Patch 122;FR3;93.391279771239;-1.4850724925470349;94.8548684580843
Patch 122;G1;90.3055712188073;10.591081971352112;25.844679834555386
Patch 122;G2;92.66645207606481;5.3794580377748975;20.280358867636927
Patch 122;L;93.57264196753185;3.3474503256707977;34.75258814692399
Patch 122;OR;94.62721825360629;0.0137921702254018;39.947329897629615
Patch 122;PC_A;94.54121956530977;0.05402020795919338;65.06185215043163
Patch 122;R1;94.66492859740299;0.016614193587560777;63.259377047281774
Patch 122;R2;94.73476569600348;0.01981316044541437;89.46684424514973
Patch 122;RB1;39.19240468293429;-45.936106688696356;19.577397550464358
Patch 122;RB2;41.49834273224332;-51.904855479350864;22.203400348497603
Patch 122;V1;71.68312722419728;-170.38615787125423;75.83161118911922
Patch 122;V2;55.71787558423404;-113.97375524993758;48.596027958310664
Patch 123;B1;64.99380469164379;-68.36400260027465;27.264100127353764
Patch 123;B2;72.32131927468075;-79.82160056477494;32.589633279769046
Patch 123;C;87.47041594240247;-18.33190413139507;29.445966949006564
Patch 123;DR1;94.54130443928807;-0.02236420230627978;78.50555823053563
Patch 123;DR2;94.44302041582456;-0.005901372884253853;75.35275341663939
Patch 123;FR1;94.34174432287713;0.08508249808775181;72.72882048218705
Patch 123;FR2;93.84439314235911;-1.7314426177487685;71.09039219390414
Patch 123;FR3;93.79961834913486;-2.939207963779278;71.93431759627178
Patch 123;G1;92.73234494333869;3.7382323569247755;17.481439213672644
Patch 123;G2;93.93935550000431;1.7424719327780447;13.533855826910823
Patch 123;L;94.13810400868799;0.7776118062998161;24.77663745858365
Patch 123;OR;94.4202816896274;-0.0020580029004846345;33.60317183935615
Patch 123;PC_A;94.42929514620015;-0.15217930914857014;53.06194195948686
Patch 123;R1;94.44899114190989;0.006476350204731585;51.98930892947799
Patch 123;R2;94.51931460779358;0.012547716340016724;69.69144654315076
Patch 123;RB1;51.65880585784056;-28.18084231170864;11.775140769784255
Patch 123;RB2;54.25030354299311;-35.89238758254487;14.8320527212912
Patch 123;V1;75.9084930576459;-126.71682502072301;54.444892578524986
Patch 123;V2;62.79075926563188;-74.9204050354551;31.364768738760663
Patch 124;B1;80.37228119143536;-31.121569255395777;12.11463041029701
Patch 124;B2;84.16559493409304;-38.59598491338423;15.084988143825306
Patch 124;C;91.89706538706646;-13.110989011532459;14.341316191289554
Patch 124;DR1;94.85720403691016;-0.017419082152692056;37.878964759641164
Patch 124;DR2;94.80501420350569;-0.03533339278866121;36.45324216095245
Patch 124;FR1;94.76179472939418;-0.027023451029950518;35.46594462587424
Patch 124;FR2;94.52166715140162;-1.3798870422196963;34.94362311012429
Patch 124;FR3;94.49307891241604;-2.1274946787336324;35.15081585440652
Patch 124;G1;94.2761518766697;0.5780125281356074;8.423943053918714
Patch 124;G2;94.73034064048582;0.17509266554133207;6.533517574402925
Patch 124;L;94.69544505480698;-0.06272226439857365;12.583827266966896
Patch 124;OR;94.7562617647089;0.003378783680563213;18.905103257479094
Patch 124;PC_A;94.73326493636726;-0.05082043057336172;27.879119374944715
Patch 124;R1;94.78114148433515;0.008153129897325861;27.670943423797347
Patch 124;R2;94.83983203895683;0.01048283516064119;34.697290467166475
Patch 124;RB1;73.85809236714117;-9.76366359205616;4.050698060818569
Patch 124;RB2;75.05302074157892;-14.15300207552872;5.759436774598559
Patch 124;V1;84.16798662846615;-60.40561563000113;25.342136988978737
Patch 124;V2;78.21269530132655;-28.286471195284268;11.724453349365405
Patch 125;B1;96.19915728396293;3.561788352224371;-1.2949810304321074
Patch 125;B2;95.8247275169439;3.7629720028826696;-1.3363346088921313
Patch 125;C;95.34570025438117;0.9815860269505317;-0.8643672581468476
Patch 125;DR1;94.88989056423254;0.010835237238160378;-4.302272649981886
